Seed,H1_max,H1_avg,H1_count,height_max,total_steps,stopping_time,max_value,odd_steps,max_consecutive_odds,sum_of_values,peak_ratio
2864,0.41421353816986084,0.41421353816986084,7,20,35,1,2864,10,1,8960.0,1.0
2865,0.41421353816986084,0.41421353816986084,5,15,27,3,8596,7,1,38691.0,3.000349040139616
2866,0.41421353816986084,0.41421353816986084,4,14,27,1,4840,7,1,32213.0,1.688764829030007
2867,0.41421353816986084,0.41421353816986084,3,18,27,6,12904,7,1,55515.0,4.50087199162888
2868,0.41421353816986084,0.41421353816986084,5,23,35,1,2868,10,1,11658.0,1.0
2869,0.41421353816986084,0.41421353816986084,5,23,35,3,8608,10,1,22420.0,3.000348553502963
2870,0.41421353816986084,0.41421353816986084,11,32,79,1,39364,27,1,376691.0,13.71567944250871
2871,0.41421353816986084,0.41421353816986084,12,36,79,8,39364,27,1,418873.0,13.710902124695227
2872,0.41421353816986084,0.41421353816986084,12,19,53,1,9232,17,1,61935.0,3.214484679665738
2873,1.2360680103302002,0.43969109654426575,48,63,172,3,1276936,63,1,14122029.0,444.4608423250957
2874,0.41421353816986084,0.41421353816986084,13,20,53,1,9232,17,1,67329.0,3.2122477383437715
2875,0.41421353816986084,0.41421353816986084,12,21,53,11,14560,17,1,104381.0,5.064347826086957
2876,0.41421353816986084,0.41421353816986084,12,27,53,1,9232,17,1,79603.0,3.2100139082058416
2877,0.41421353816986084,0.41421353816986084,12,27,53,3,9232,17,1,90395.0,3.2088981578032674
2878,1.2360680103302002,0.4302967642292832,33,52,128,1,41524,46,1,486220.0,14.428075052119528
2879,0.41421353816986084,0.41421353816986084,36,60,128,32,65608,46,1,663182.0,22.788468218131296
2880,0.41421353816986084,0.41421353816986084,4,13,22,1,2880,5,1,6167.0,1.0
2881,0.41421353816986084,0.41421353816986084,7,20,35,3,8644,10,1,39564.0,3.0003471017007985
2882,1.0,0.4276836278826691,43,52,141,1,9232,51,1,141293.0,3.203331020124913
2883,1.0,0.41981098710036857,41,52,141,6,12976,51,1,164725.0,4.500867152271939
2884,0.41421353816986084,0.41421353816986084,16,13,48,1,2884,15,1,17025.0,1.0
2885,0.41421353816986084,0.41421353816986084,15,15,48,3,8656,15,1,27847.0,3.0003466204506064
2886,0.41421353816986084,0.41421353816986084,13,13,48,1,6496,15,1,28759.0,2.2508662508662507
2887,0.41421353816986084,0.41421353816986084,40,55,128,26,24676,46,1,429608.0,8.547280914444059
2888,1.0,0.4724719524383545,13,19,48,1,2888,15,1,19873.0,1.0
2889,1.0,0.42541099817324907,39,49,141,3,14632,51,1,191537.0,5.0647282796815505
2890,1.0,0.4683106371334621,14,18,48,1,4336,15,1,25297.0,1.5003460207612456
2891,0.41421353816986084,0.41421353816986084,15,13,48,8,13012,15,1,62119.0,4.500864752680734
2892,0.41421353816986084,0.41421353816986084,18,17,48,1,3256,15,1,25761.0,1.1258644536652835
2893,0.41421353816986084,0.41421353816986084,18,17,48,3,8680,15,1,36613.0,3.00034566194262
2894,0.41421353816986084,0.41421353816986084,8,19,53,1,10996,17,1,122749.0,3.7995853489979265
2895,0.41421353816986084,0.3921553004871715,11,22,53,13,29320,17,1,193791.0,10.127806563039723
2896,0.41421353816986084,0.41421353816986084,5,10,22,1,2896,5,1,6879.0,1.0
2897,1.0,0.4249409311696103,38,62,141,3,9232,51,1,187063.0,3.1867449085260615
2898,1.0,0.4187968803776635,36,52,141,1,24784,51,1,238525.0,8.552104899930987
2899,1.0,0.4186730062639391,37,54,141,6,24784,51,1,262087.0,8.549154880993447
2900,0.41421353816986084,0.41421353816986084,4,13,22,1,2900,5,1,9607.0,1.0
2901,0.41421353816986084,0.41421353816986084,4,13,22,3,8704,5,1,20489.0,3.000344708721131
2902,0.41421353816986084,0.4102547486623128,45,62,141,1,9232,51,1,163143.0,3.1812543073742248
2903,0.41421353816986084,0.41034080930378125,46,58,141,8,19600,51,1,205795.0,6.751636238374096
2904,0.41421353816986084,0.41421353816986084,11,22,48,1,2904,15,1,18145.0,1.0
2905,0.41421353816986084,0.41421353816986084,11,22,48,3,9808,15,1,53127.0,3.3762478485370053
2906,0.41421353816986084,0.41421353816986084,11,22,48,1,4360,15,1,23599.0,1.5003441156228492
2907,1.0,0.42523086071014404,37,52,141,19,22084,51,1,285203.0,7.596835225318197
2908,0.41421353816986084,0.41421353816986084,11,18,48,1,4912,15,1,28843.0,1.689133425034388
2909,0.41421353816986084,0.41421353816986084,12,19,48,3,8728,15,1,39755.0,3.000343760742523
2910,0.5857864618301392,0.41811292279850354,44,58,141,1,14740,51,1,196549.0,5.065292096219931
2911,0.5857864618301392,0.41811292279850354,44,61,141,13,44224,51,1,310981.0,15.192030230161457
2912,0.6055512428283691,0.41188284067007214,26,38,97,1,9232,34,1,104164.0,3.17032967032967
2913,1.2360680103302002,0.4496930880205972,28,37,110,3,95956,39,1,1147701.0,32.940611053896326
2914,0.41421353816986084,0.41421353816986084,7,21,35,1,4372,10,1,20380.0,1.5003431708991077
2915,0.41421353816986084,0.41421353816986084,6,21,35,6,13120,10,1,44072.0,4.500857632933105
2916,0.41421353816986084,0.41421353816986084,6,16,35,1,2916,10,1,17094.0,1.0
2917,0.41421353816986084,0.41421353816986084,6,18,35,3,8752,10,1,28036.0,3.000342817963661
2918,0.41421353816986084,0.41421353816986084,6,20,35,1,6568,10,1,28958.0,2.2508567511994517
2919,1.8284270763397217,0.4496321124090275,71,83,216,42,250504,80,1,5266050.0,85.8184309695101
2920,0.41421353816986084,0.40256921768188475,25,40,97,1,9232,34,1,105550.0,3.1616438356164385
2921,0.41421353816986084,0.40144297951146174,19,42,79,3,22192,27,1,166073.0,7.597398151318042
2922,0.41421353816986084,0.39182061415452224,26,39,97,1,9232,34,1,111034.0,3.159479808350445
2923,1.0,0.44262818010841926,41,55,141,8,13156,51,1,207675.0,4.500855285665412
2924,1.0,0.42415599997450665,41,58,141,1,9232,51,1,162767.0,3.1573187414500685
2925,1.0,0.4244045615196228,40,59,141,3,9232,51,1,173739.0,3.1562393162393163
2926,1.0,0.4244045615196228,40,58,141,1,9880,51,1,184271.0,3.3766233766233764
2927,1.0,0.4323038359483083,48,69,172,26,33352,63,1,559397.0,11.394601981551077
2928,0.41421353816986084,0.41421353816986084,26,41,97,1,9232,34,1,106896.0,3.1530054644808745
2929,0.41421353816986084,0.40256921768188475,25,40,97,3,9232,34,1,128688.0,3.1519289860020483
2930,0.41421353816986084,0.3696771562099457,8,17,35,1,4948,10,1,33502.0,1.6887372013651878
2931,0.41421353816986084,0.41421353816986084,7,20,35,6,13192,10,1,57324.0,4.500852951211191
2932,0.41421353816986084,0.41421353816986084,24,44,97,1,9232,34,1,109654.0,3.148703956343793
2933,0.41421353816986084,0.41421353816986084,24,44,97,3,9232,34,1,120656.0,3.14763041254688
2934,1.0,0.4244045615196228,40,60,141,1,9232,51,1,165517.0,3.1465576005453304
2935,1.0,0.4249409311696103,38,66,141,8,19816,51,1,208639.0,6.751618398637138
2936,0.41421353816986084,0.41421353816986084,11,16,48,1,4192,15,1,34559.0,1.4277929155313351
2937,0.41421353816986084,0.41421353816986084,14,13,53,3,25108,17,1,201985.0,8.548859380320055
2938,0.41421353816986084,0.41421353816986084,12,17,48,1,4408,15,1,40073.0,1.5003403675970048
2939,1.0,0.46206159177033795,23,30,79,13,80512,27,1,609029.0,27.394351820347058
2940,0.41421353816986084,0.41421353816986084,10,22,48,1,11176,15,1,63487.0,3.801360544217687
2941,0.41421353816986084,0.41421353816986084,12,23,48,3,11176,15,1,74519.0,3.800068004080245
2942,3.594883680343628,0.4888505299886068,45,53,172,1,190996,63,1,1617817.0,64.92046227056424
2943,0.6055512428283691,0.4092397118608157,48,61,172,47,190996,63,1,1896519.0,64.89840299014611
2944,0.41421353816986084,0.41421353816986084,3,9,22,1,2944,5,1,6475.0,1.0
2945,0.41421353816986084,0.41421353816986084,24,37,79,3,9448,27,1,114311.0,3.2081494057724957
2946,0.41421353816986084,0.41421353816986084,27,48,97,1,9232,34,1,124192.0,3.1337406653088933
2947,0.41421353816986084,0.41421353816986084,26,49,97,6,13264,34,1,148144.0,4.500848320325755
2948,1.0,0.4237627841177441,42,52,141,1,9232,51,1,176575.0,3.1316146540027137
2949,1.0,0.4244045615196228,40,54,141,3,9232,51,1,187637.0,3.1305527297388944
2950,1.0,0.4244045615196228,40,54,141,1,9232,51,1,188569.0,3.1294915254237288
2951,0.41421353816986084,0.41421353816986084,25,50,97,11,19924,34,1,200612.0,6.75160962385632
2952,0.41421353816986084,0.41421353816986084,5,11,22,1,2952,5,1,9231.0,1.0
2953,1.2360680103302002,0.4434319909881143,34,49,123,3,345544,44,1,3477036.0,117.01456146291906
2954,0.41421353816986084,0.41421353816986084,5,12,22,1,4432,5,1,14775.0,1.5003385240352065
2955,1.0,0.44473958015441895,44,63,141,8,18952,51,1,270669.0,6.413536379018613
2956,0.41421353816986084,0.41421353816986084,3,12,22,1,3328,5,1,15249.0,1.1258457374830853
2957,0.41421353816986084,0.41421353816986084,4,13,22,3,8872,5,1,26341.0,3.000338180588434
2958,1.2360680103302002,0.4496930880205972,28,41,97,1,9988,34,1,176746.0,3.376605814739689
2959,0.8218544721603394,0.428270122100567,29,43,97,11,29968,34,1,249358.0,10.127745860087867
2960,0.5857864618301392,0.42741145537449765,13,19,48,1,2960,15,1,11447.0,1.0
2961,0.41421353816986084,0.41421353816986084,9,18,35,3,8884,10,1,41714.0,3.0003377237419793
2962,0.41421353816986084,0.41421353816986084,8,15,35,1,7504,10,1,42316.0,2.533423362592843
2963,0.41421353816986084,0.41421353816986084,9,18,35,6,13336,10,1,66398.0,4.5008437394532566
2964,0.41421353816986084,0.41421353816986084,12,20,48,1,2964,15,1,14235.0,1.0
2965,0.41421353816986084,0.41421353816986084,11,22,48,3,8896,15,1,25357.0,3.000337268128162
2966,1.0,0.42880210280418396,36,53,141,1,9232,51,1,151011.0,3.112609575185435
2967,1.0,0.42880210280418396,36,56,141,8,20032,51,1,194603.0,6.751600943714189
2968,0.41421353816986084,0.41421353816986084,15,22,48,1,2968,15,1,14483.0,1.0
2969,1.0,0.42767990552462065,39,53,141,3,10024,51,1,171517.0,3.3762209498147526
2970,0.41421353816986084,0.41421353816986084,12,24,48,1,4456,15,1,20057.0,1.5003367003367003
2971,0.41421353816986084,0.41421353816986084,8,18,48,16,33856,15,1,184579.0,11.395489734096264
2972,0.41421353816986084,0.41421353816986084,41,32,97,1,14308,34,1,270504.0,4.814266487213997
2973,0.41421353816986084,0.41421353816986084,41,34,97,3,14308,34,1,281656.0,4.812647157753111
2974,0.41421353816986084,0.41421353816986084,36,39,97,1,15064,34,1,307008.0,5.065232010759919
2975,0.41421353816986084,0.41138999802725656,7,16,48,19,50848,15,1,352377.0,17.09176470588235
2976,0.41421353816986084,0.41421353816986084,4,10,22,1,2976,5,1,6889.0,1.0
2977,0.6055512428283691,0.4168557950428554,42,48,141,3,9232,51,1,183573.0,3.101108498488411
2978,0.41421353816986084,0.41421353816986084,10,21,48,1,4468,15,1,26303.0,1.5003357958361316
2979,0.41421353816986084,0.41421353816986084,8,21,48,6,13408,15,1,50515.0,4.500839207787848
2980,1.0,0.45371782779693604,34,29,92,1,8080,32,1,116336.0,2.7114093959731544
2981,1.0,0.454914927482605,33,31,92,3,8944,32,1,127518.0,3.0003354579000336
2982,1.0,0.43048538433180916,36,31,92,1,8080,32,1,128460.0,2.709590878604963
2983,1.0,0.42415599997450665,41,58,141,24,22660,51,1,354365.0,7.5963794837412
2984,0.41421353816986084,0.41421353816986084,4,8,22,1,2984,5,1,8305.0,1.0
2985,0.6055512428283691,0.41257575073757685,37,49,141,3,51028,51,1,428769.0,17.094807370184256
2986,0.41421353816986084,0.41421353816986084,4,10,22,1,4480,5,1,13909.0,1.5003348961821836
2987,0.41421353816986084,0.41421353816986084,15,20,48,8,13444,15,1,97651.0,4.500836960160696
2988,1.0,0.45326596895853677,15,19,48,1,4264,15,1,37803.0,1.427041499330656
2989,0.41421353816986084,0.41421353816986084,16,20,48,3,8968,15,1,49015.0,3.0003345600535294
2990,0.5857864618301392,0.42741145537449765,13,21,48,1,10096,15,1,59777.0,3.376588628762542
2991,0.41421353816986084,0.41421353816986084,11,27,48,13,30292,15,1,170439.0,10.127716482781679
2992,0.41421353816986084,0.41421353816986084,10,25,48,1,2992,15,1,14801.0,1.0
2993,0.41421353816986084,0.41421353816986084,10,24,48,3,8980,15,1,38513.0,3.0003341129301706
2994,0.9262096881866455,0.4782130569219589,8,23,48,1,5056,15,1,31745.0,1.6887107548430194
2995,0.41421353816986084,0.41421353816986084,7,26,48,6,13480,15,1,56087.0,4.500834724540901
2996,0.41421353816986084,0.41421353816986084,11,27,48,1,2996,15,1,17619.0,1.0
2997,0.41421353816986084,0.41421353816986084,11,27,48,3,8992,15,1,28861.0,3.0003336670003335
2998,0.5857864618301392,0.4298110766844316,11,22,48,1,11392,15,1,66593.0,3.799866577718479
2999,0.41421353816986084,0.41421353816986084,10,27,48,8,20248,15,1,110655.0,6.751583861287096
3000,0.41421353816986084,0.41421353816986084,9,25,48,1,3000,15,1,20337.0,1.0
3001,0.41421353816986084,0.41421353816986084,9,11,40,3,10132,12,1,81478.0,3.37620793068977
3002,0.41421353816986084,0.41421353816986084,9,27,48,1,4504,15,1,25971.0,1.5003331112591605
3003,0.41421353816986084,0.41421353816986084,7,16,40,11,15208,12,1,112582.0,5.064269064269064
3004,3.242640495300293,0.4956202682326822,34,60,141,1,21688,51,1,342707.0,7.219707057256991
3005,3.242640495300293,0.4956202682326822,34,60,141,3,21688,51,1,353979.0,7.217304492512479
3006,2.242640495300293,0.4533209281089978,39,58,141,1,22840,51,1,401811.0,7.598137059214904
3007,2.605551242828369,0.5232863038778305,40,51,154,34,250504,56,1,4350998.0,83.30695044895245
3008,1.0,0.42780156930287677,30,41,110,1,9232,39,1,106901.0,3.0691489361702127
3009,0.5857864618301392,0.4298110766844316,11,13,40,3,9028,12,1,65334.0,3.00033233632436
3010,0.41421353816986084,0.41421353816986084,10,16,40,1,8584,12,1,66626.0,2.851827242524917
3011,0.41421353816986084,0.41421353816986084,9,20,40,6,13552,12,1,91098.0,4.500830288940551
3012,0.41421353816986084,0.41421353816986084,4,8,22,1,3012,5,1,12911.0,1.0
3013,0.41421353816986084,0.41421353816986084,4,10,22,3,9040,5,1,24213.0,3.0003318951211417
3014,0.41421353816986084,0.41421353816986084,3,13,22,1,6784,5,1,25165.0,2.2508294625082947
3015,1.0,0.4394588510195414,30,37,92,13,28996,32,1,392936.0,9.617247097844112
3016,0.41421353816986084,0.41421353816986084,17,33,66,1,9232,22,1,89308.0,3.061007957559682
3017,0.41421353816986084,0.41421353816986084,7,16,40,3,15280,12,1,106140.0,5.064633742127942
3018,0.41421353816986084,0.41421353816986084,16,34,66,1,9232,22,1,94972.0,3.0589794565937707
3019,0.5857864618301392,0.42493684589862823,16,24,66,8,13588,22,1,121344.0,4.500828088771116
3020,0.41421353816986084,0.41421353816986084,14,36,66,1,9232,22,1,95456.0,3.056953642384106
3021,0.41421353816986084,0.41421353816986084,13,38,66,3,9232,22,1,106788.0,3.055941741145316
3022,0.41421353816986084,0.41421353816986084,14,35,92,1,39364,32,1,466320.0,13.025810721376573
3023,0.41421353816986084,0.41421353816986084,14,40,92,16,39364,32,1,540502.0,13.021501819384717
3024,1.0,0.42736324571794077,31,43,110,1,9232,39,1,107643.0,3.052910052910053
3025,0.41421353816986084,0.41421353816986084,12,40,66,3,9232,22,1,119416.0,3.051900826446281
3026,2.0,0.5133251920342445,16,24,66,1,14560,22,1,158388.0,4.811632518175809
3027,2.0,0.5249595046043396,18,23,66,6,14560,22,1,182990.0,4.810042946812025
3028,1.0,0.42736324571794077,31,41,110,1,9232,39,1,110491.0,3.04887714663144
3029,1.0,0.42736324571794077,31,43,110,3,9232,39,1,121853.0,3.047870584351271
3030,0.41421353816986084,0.41421353816986084,41,68,141,1,65608,51,1,706949.0,21.652805280528053
3031,0.41421353816986084,0.41421353816986084,41,68,141,8,65608,51,1,751481.0,21.645661497855492
3032,1.0,0.4421081315903437,21,23,61,1,3032,20,1,32656.0,1.0
3033,0.41421353816986084,0.41421353816986084,3,13,22,3,10240,5,1,49703.0,3.3761951862842072
3034,1.0,0.4450444045819734,19,26,61,1,4552,20,1,38350.0,1.5003295978905735
3035,1.0,0.4215303478033646,46,58,154,13,23056,56,1,260664.0,7.59670510708402
3036,1.0,0.45082519203424454,16,27,61,1,5128,20,1,43824.0,1.6890645586297761
3037,1.0,0.4467572304937575,18,28,61,3,9112,20,1,55216.0,3.000329272308199
3038,1.0,0.42391927469344365,42,65,154,1,25972,56,1,330310.0,8.549045424621461
3039,1.0,0.42466586981064236,39,67,154,21,46168,56,1,449772.0,15.191839420862125
3040,0.6055512428283691,0.41204931906291414,28,40,110,1,9232,39,1,110735.0,3.036842105263158
3041,2.0,0.4551148084883994,47,53,154,3,17332,56,1,257956.0,5.699440973364025
3042,1.0,0.42736324571794077,31,42,110,1,9232,39,1,119689.0,3.0348454963839577
3043,0.41421353816986084,0.40846690823954923,31,45,110,6,13696,39,1,144421.0,4.500821557673349
3044,0.7639319896697998,0.45307114389207626,9,11,35,1,3044,10,1,26170.0,1.0
3045,0.41421353816986084,0.41421353816986084,8,13,35,3,9136,10,1,37592.0,3.0003284072249587
3046,0.41421353816986084,0.41421353816986084,9,14,35,1,6856,10,1,38554.0,2.250820748522653
3047,0.41421353816986084,0.41421353816986084,20,23,61,16,34720,20,1,216996.0,11.394814571709878
3048,0.6055512428283691,0.4121239473079813,29,41,110,1,9232,39,1,112181.0,3.0288713910761156
3049,2.0,0.4958936607136446,34,36,123,3,250504,44,1,3338978.0,82.15939652345031
3050,0.6055512428283691,0.41204931906291414,28,41,110,1,9232,39,1,117905.0,3.0268852459016395
3051,1.2360680103302002,0.45146432075094667,47,66,154,8,26080,56,1,321966.0,8.548017043592266
3052,1.2360680103302002,0.42683528217614863,51,63,154,1,9232,56,1,188568.0,3.0249017038007864
3053,1.2360680103302002,0.42683528217614863,51,64,154,3,9232,56,1,200020.0,3.0239109073042907
3054,0.5857864618301392,0.41408208608627317,50,68,154,1,10312,56,1,211012.0,3.3765553372626065
3055,0.41421353816986084,0.41421353816986084,19,33,92,47,223072,32,1,1603156.0,73.01865793780688
3056,0.41421353816986084,0.41421353816986084,8,23,48,1,4372,15,1,33309.0,1.4306282722513088
3057,0.6055512428283691,0.4121239473079813,29,41,110,3,9232,39,1,136329.0,3.0199542034674516
3058,1.0,0.4450444045819734,19,27,61,1,5812,20,1,62038.0,1.9005886200130804
3059,1.0,0.45326596895853677,15,31,61,6,13768,20,1,86900.0,4.500817260542661
3060,0.41421353816986084,0.41421353816986084,9,24,48,1,4372,15,1,36187.0,1.4287581699346406
3061,0.41421353816986084,0.41421353816986084,8,25,48,3,9184,15,1,47669.0,3.000326690623979
3062,0.41421353816986084,0.41421353816986084,13,28,61,1,8728,20,1,90446.0,2.850424559111692
3063,0.41421353816986084,0.41421353816986084,14,29,61,8,20680,20,1,135448.0,6.751550767221678
3064,0.41421353816986084,0.41421353816986084,7,21,48,1,13120,15,1,69675.0,4.281984334203655
3065,2.0,0.45007801542476733,49,62,154,3,44224,56,1,387704.0,14.428711256117456
3066,0.41421353816986084,0.41421353816986084,8,22,48,1,13120,15,1,75429.0,4.279191128506197
3067,0.41421353816986084,0.41421353816986084,15,30,61,21,17476,20,1,184756.0,5.698076296054777
3068,0.41421353816986084,0.41421353816986084,8,26,61,1,39364,20,1,283278.0,12.830508474576272
3069,0.41421353816986084,0.41421353816986084,9,27,61,3,39364,20,1,294790.0,12.82632779406973
3070,0.41421353816986084,0.41421353816986084,9,23,61,1,118096,20,1,620052.0,38.46775244299674
3071,1.2360680103302002,0.4290306623591933,43,60,154,88,1276936,56,1,14036006.0,415.80462390100945
3072,0.41421353816986084,0.41421353816986084,2,9,17,1,3072,3,1,6187.0,1.0
3073,0.41421353816986084,0.41421353816986084,27,50,110,3,9232,39,1,152751.0,3.004230393752034
3074,1.0,0.4227060576279958,48,64,154,1,9232,56,1,186532.0,3.0032530904359143
3075,1.0,0.4223663568496704,50,62,154,6,13840,56,1,211524.0,4.5008130081300814
3076,0.41421353816986084,0.41421353816986084,10,15,35,1,3076,10,1,17574.0,1.0
3077,0.41421353816986084,0.41421353816986084,10,15,35,3,9232,10,1,29116.0,3.0003249918752033
3078,0.41421353816986084,0.41421353816986084,11,12,35,1,6928,10,1,30088.0,2.2508122157244963
3079,1.0,0.42307529760443646,46,66,154,11,20788,56,1,271952.0,6.751542708671646
3080,0.41421353816986084,0.41421353816986084,9,11,35,1,3080,10,1,13252.0,1.0
3081,1.0,0.4236935598905696,43,63,154,3,15604,56,1,274396.0,5.064589419019799
3082,0.41421353816986084,0.41421353816986084,10,10,35,1,4624,10,1,19036.0,1.500324464633355
3083,0.41421353816986084,0.41421353816986084,8,17,35,8,13876,10,1,69458.0,4.500810898475511
3084,0.41421353816986084,0.41421353816986084,6,10,35,1,3472,10,1,19530.0,1.125810635538262
3085,0.41421353816986084,0.41421353816986084,7,11,35,3,9256,10,1,31102.0,3.00032414910859
3086,0.41421353816986084,0.41421353816986084,28,51,110,1,10420,39,1,164537.0,3.3765392093324693
3087,1.0,0.4394588510195414,30,51,110,11,31264,39,1,240289.0,10.127632005183026
3088,1.0,0.4262029774048749,34,44,123,1,9232,44,1,109666.0,2.989637305699482
3089,0.41421353816986084,0.41421353816986084,6,14,35,3,9268,10,1,40190.0,3.000323729362253
3090,0.41421353816986084,0.41421353816986084,14,18,61,1,7828,20,1,79922.0,2.533333333333333
3091,0.41421353816986084,0.41421353816986084,16,20,61,6,13912,20,1,105044.0,4.500808799741184
3092,1.0,0.4262029774048749,34,44,123,1,9232,44,1,112574.0,2.985769728331177
3093,1.0,0.4265662937453299,33,46,123,3,9280,44,1,124176.0,3.0003233107015843
3094,0.41421353816986084,0.41421353816986084,4,16,35,1,6964,10,1,39320.0,2.250808015513898
3095,0.41421353816986084,0.41421353816986084,6,17,35,8,20896,10,1,84792.0,6.751534733441034
3096,1.0,0.4258604219981602,35,47,123,1,9232,44,1,112832.0,2.9819121447028425
3097,4.416738152503967,0.5307178695996603,48,58,185,3,190996,68,1,1679002.0,61.67129480142073
3098,1.0,0.4265662937453299,33,48,123,1,9232,44,1,118646.0,2.9799870884441577
3099,1.2360680103302002,0.46189870639723174,49,43,136,50,67048,49,1,986993.0,21.63536624717651
3100,1.0,0.4344875666559959,49,55,154,1,9232,56,1,204304.0,2.9780645161290322
3101,1.0,0.4416854662053725,51,56,154,3,9304,56,1,215936.0,3.000322476620445
3102,1.0,0.44930717945098875,45,62,154,1,15712,56,1,242378.0,5.065119277885235
3103,0.41421353816986084,0.41421353816986084,19,59,92,26,59668,32,1,603062.0,19.2291330970029
3104,0.41421353816986084,0.40986852529572276,41,49,123,1,9232,44,1,109268.0,2.9742268041237114
3105,1.0,0.42307529760443646,46,59,154,3,9316,56,1,242814.0,3.0003220611916266
3106,1.0,0.4265662937453299,33,45,123,1,9232,44,1,123242.0,2.9723116548615582
3107,1.0,0.4269523173570633,32,44,123,6,13984,44,1,148494.0,4.500804634695848
3108,1.0,0.46746685288169165,11,12,35,1,3940,10,1,38228.0,1.2676962676962678
3109,1.0,0.4793009228176541,9,14,35,3,9328,10,1,49890.0,3.000321646831779
3110,0.41421353816986084,0.41421353816986084,10,16,35,1,7000,10,1,50872.0,2.2508038585209005
3111,0.41421353816986084,0.41421353816986084,8,15,35,13,23632,10,1,154634.0,7.596271295403407
3112,0.5857864618301392,0.41811292279850354,44,47,123,1,9232,44,1,110744.0,2.966580976863753
3113,1.2360680103302002,0.4593693288889798,22,30,92,3,95956,32,1,998472.0,30.824285255380662
3114,0.41421353816986084,0.40986852529572276,41,49,123,1,9232,44,1,116588.0,2.964675658317277
3115,0.41421353816986084,0.41421353816986084,18,27,61,8,14020,20,1,83842.0,4.500802568218298
3116,0.41421353816986084,0.41421353816986084,16,29,61,1,3508,20,1,31794.0,1.1258023106546855
3117,0.41421353816986084,0.41421353816986084,18,30,61,3,9352,20,1,43486.0,3.0003208213025343
3118,0.41421353816986084,0.41421353816986084,16,32,61,1,10528,20,1,54708.0,3.3765234124438743
3119,1.0,0.46302907665570575,12,22,48,19,31588,15,1,256385.0,10.127605001603078
3120,0.41421353816986084,0.409525497963554,38,49,123,1,9232,44,1,110890.0,2.958974358974359
3121,0.41421353816986084,0.41421353816986084,18,29,61,3,9364,20,1,52544.0,3.00032041012496
3122,0.41421353816986084,0.41421353816986084,15,35,61,1,5272,20,1,45486.0,1.6886611146700832
3123,0.41421353816986084,0.41421353816986084,15,35,61,6,14056,20,1,70868.0,4.50080051232789
3124,0.41421353816986084,0.4091236659458705,35,52,123,1,9232,44,1,113828.0,2.9551856594110117
3125,0.41421353816986084,0.4091236659458705,35,52,123,3,9376,44,1,125550.0,3.00032
3126,2.830951690673828,0.48596784254399744,41,54,154,1,26728,56,1,281426.0,8.55022392834293
3127,1.142524242401123,0.4433646784272305,43,57,154,8,26728,56,1,327368.0,8.547489606651743
3128,1.0,0.44951657815413043,33,46,123,1,9232,44,1,119906.0,2.9514066496163682
3129,0.41421353816986084,0.41421353816986084,49,36,110,3,14308,39,1,338923.0,4.572706935123042
3130,1.0,0.4249409311696103,38,44,123,1,9232,44,1,125780.0,2.949520766773163
3131,0.41421353816986084,0.41421353816986084,41,42,110,11,15856,39,1,395467.0,5.064196742254871
3132,1.0,0.41936979815363884,32,44,123,1,9232,44,1,139144.0,2.947637292464879
3133,1.0,0.4192135478511001,33,45,123,3,9400,44,1,150896.0,3.000319182891797
3134,0.5857864618301392,0.42565173308054605,15,30,61,1,23812,20,1,181340.0,7.59795788130185
3135,0.41421353816986084,0.41421353816986084,14,25,61,21,71440,20,1,374032.0,22.78787878787879
3136,0.41421353816986084,0.41421353816986084,7,11,30,1,3136,8,1,6980.0,1.0
3137,0.41421353816986084,0.41421353816986084,9,10,35,3,9412,10,1,49036.0,3.000318775900542
3138,0.41421353816986084,0.41421353816986084,10,11,35,1,4708,10,1,35878.0,1.5003186743148502
3139,0.41421353816986084,0.41421353816986084,9,14,35,6,14128,10,1,61390.0,4.500796431984709
3140,1.0,0.4262029774048749,34,52,123,1,9232,44,1,116190.0,2.9401273885350316
3141,1.0,0.4269523173570633,32,53,123,3,9424,44,1,127972.0,3.000318369945877
3142,1.0,0.4269523173570633,32,52,123,1,9232,44,1,128964.0,2.9382558879694463
3143,1.0,0.4415350766742931,34,34,105,19,21220,37,1,324667.0,6.751511294941139
3144,0.5857864618301392,0.42493684589862823,16,30,61,1,3144,20,1,29400.0,1.0
3145,0.41421353816986084,0.41421353816986084,19,27,61,3,15928,20,1,179692.0,5.064546899841018
3146,0.41421353816986084,0.41421353816986084,15,32,61,1,4720,20,1,35304.0,1.5003178639542276
3147,1.0,0.4262029774048749,34,51,123,8,14164,44,1,165274.0,4.5007944073721005
3148,0.41421353816986084,0.41421353816986084,15,35,61,1,3544,20,1,35808.0,1.1257941550190598
3149,0.41421353816986084,0.41421353816986084,15,35,61,3,9448,20,1,47620.0,3.0003175611305175
3150,1.2360680103302002,0.4827014108498891,12,31,61,1,11968,20,1,85782.0,3.7993650793650793
3151,0.5857864618301392,0.42741145537449765,13,31,61,13,31912,20,1,163104.0,10.127578546493178
3152,0.41421353816986084,0.41421353816986084,7,12,30,1,3152,8,1,7752.0,1.0
3153,0.41421353816986084,0.41421353816986084,13,34,61,3,9460,20,1,66608.0,3.0003171582619728
3154,0.41421353816986084,0.41421353816986084,19,34,92,1,45520,32,1,341654.0,14.432466708941027
3155,0.41421353816986084,0.41421353816986084,20,36,92,6,45520,32,1,367296.0,14.427892234548336
